,Unnamed: 0,year,month,days,hour,minute,second,depth,latitude,longitude,magnitude,station,station_latitude,station_longitude,pga,sa0.01,sa0.02,sa0.03,sa0.05,sa0.07,sa0.1,sa0.15,sa0.2,sa0.25,sa0.3,sa0.4,sa0.5,sa0.75,sa1,sa1.5,sa2,sa3,sa4,sa5,sa7.5,sa10,Vs30,HVSRamp,fpeak,T*,P*,Rock/Soil,event_type,HypDist,RupDist,JBDist,XDist,Azimuth,RupDepth,Strike,Dip,Rake
4118,4118,2018,2,23,18,49,22,30.3915,-34.54,-72.21,4.6,M01L,-35.41507339477539,-71.66223907470703,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,511,2,6.97,-12345,-12345,-12345,Inter,113.36,113.36,109.21,60.86,152.9,30.3915,0.0,0.0,105.0
4119,4119,2018,2,23,18,49,22,30.3915,-34.54,-72.21,4.6,M05L,-34.99015426635742,-71.24337768554688,0.00612,0.00612,0.00618,0.00668,0.00777,0.0099,0.0103,0.0122,0.0148,0.0133,0.00986,0.00854,0.00529,0.00195,0.000857,0.000345,0.000201,8.46e-05,4e-05,2.54e-05,-12300.0,-12300.0,494,1,1.20,-12345,-12345,-12345,Inter,106.06,106.06,101.61,107.4,119.71,30.3915,0.0,0.0,105.0
4120,4120,2018,2,23,18,49,22,30.3915,-34.54,-72.21,4.6,M15L,-35.33966445922852,-72.40223693847656,0.00694,0.00694,0.00698,0.007,0.00716,0.00754,0.00991,0.0157,0.0225,0.0311,0.0272,0.00909,0.00515,0.00188,0.000716,0.000258,0.000142,6.04e-05,3.4e-05,2.17e-05,-12300.0,-12300.0,308,1,6.74,-12345,-12345,-12345,Inter,95.41,95.41,90.44,21.36,191.14,30.3915,0.0,0.0,105.0
4124,4124,2018,2,23,18,49,22,30.3915,-34.54,-72.21,4.6,M03L,-34.97588348388672,-71.23120880126953,0.0054,0.0054,0.00566,0.00589,0.00849,0.0102,0.00926,0.0114,0.0121,0.0123,0.0115,0.00697,0.00453,0.00129,0.000647,0.000234,0.000132,5.15e-05,2.53e-05,1.63e-05,7.82e-06,-12300.0,715,0,-,sIII,A,Soil,Inter,106.27,106.27,101.83,108.75,118.63,30.3915,0.0,0.0,105.0
4125,4125,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,V11A,-32.755706787109375,-70.72624206542969,0.0162,0.0162,0.0166,0.0167,0.0185,0.019,0.0226,0.0333,0.0609,0.0398,0.0315,0.0291,0.0123,0.00475,0.0027,0.00113,0.000569,0.000213,0.000114,7.16e-05,-12300.0,-12300.0,837,0,-,sVI,B,Soil,Intra,201.71,203.69,164.66,152.91,229.59,119.9,48.0,50.0,-61.0
4126,4126,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,R15M,-33.35789489746094,-70.50839233398438,0.0076,0.0076,0.00762,0.00769,0.0079,0.00922,0.0125,0.0173,0.0214,0.0288,0.0206,0.0161,0.0109,0.00609,0.00346,0.00132,0.000622,0.000224,0.000126,8.21e-05,-12300.0,-12300.0,335,1,1.45,-12345,-12345,-12345,Intra,233.79,233.53,200.4,128.71,211.34,119.9,48.0,50.0,-61.0
4129,4129,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,R13M,-33.215476989746094,-70.76687622070312,0.00692,0.00692,0.00701,0.00713,0.00775,0.0113,0.0109,0.0166,0.0265,0.0192,0.0226,0.0191,0.014,0.00709,0.00283,0.00109,0.000508,0.000168,0.000102,6.21e-05,-12300.0,-12300.0,281,1,1.34,sV,B,Soil,Intra,235.01,235.29,202.44,157.43,219.34,119.9,48.0,50.0,-61.0
4130,4130,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,R12M,-33.388668060302734,-70.62159729003906,0.0101,0.0101,0.0103,0.0107,0.0123,0.0132,0.0211,0.0271,0.0355,0.0289,0.0211,0.0146,0.0119,0.00483,0.00394,0.000809,0.000358,0.000149,9.46e-05,7.29e-05,-12300.0,-12300.0,267,3,1.50,sV,C,Soil,Intra,241.38,241.07,209.14,141.29,213.25,119.9,48.0,50.0,-61.0
4131,4131,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,R02M,-33.47276306152344,-70.65977478027344,0.00421,0.00421,0.00434,0.00438,0.00486,0.00611,0.00772,0.00979,0.0127,0.0137,0.0129,0.00928,0.00508,0.0021,0.00115,0.000406,0.000195,8.19e-05,4.39e-05,3.23e-05,1.23e-05,-12300.0,724,0,-,sIII,B,Soil,Intra,250.05,249.52,218.82,145.53,212.67,119.9,48.0,50.0,-61.0
4133,4133,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,V12A,-32.45016098022461,-71.2366714477539,0.00623,0.00623,0.00636,0.00665,0.00775,0.00831,0.00977,0.0117,0.0161,0.0162,0.0145,0.018,0.0143,0.00478,0.002,0.000632,0.000319,0.000131,6.46e-05,4.53e-05,-12300.0,-12300.0,347,3,2.05,-12345,-12345,-12345,Intra,222.03,225.02,190.42,209.63,246.74,119.9,48.0,50.0,-61.0
4135,4135,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,V18A,-33.051509857177734,-71.33804321289062,0.00705,0.00705,0.00711,0.0075,0.00874,0.00896,0.011,0.0136,0.0336,0.0266,0.0137,0.00696,0.00412,0.00135,0.00092,0.000409,0.000212,7.23e-05,3.93e-05,2.52e-05,1.02e-05,6.35e-06,492,3,4.10,sIII,C,Soil,Intra,258.66,259.56,230.2,220.89,232.32,119.9,48.0,50.0,-61.0
4137,4137,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,C23O,-31.78377342224121,-70.96980285644531,0.00972,0.00972,0.0101,0.0104,0.0157,0.0247,0.026,0.0237,0.0296,0.0334,0.027,0.0191,0.0109,0.00293,0.00172,0.000715,0.000413,0.000188,9.86e-05,5.24e-05,1.99e-05,-12300.0,751,3,2.10,-12345,-12345,-12345,Intra,188.83,194.78,153.5,179.98,269.42,119.9,48.0,50.0,-61.0
4138,4138,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,R18M,-33.5084342956543,-70.74879455566406,0.00712,0.00712,0.00722,0.00757,0.00893,0.0133,0.0167,0.0175,0.0148,0.0182,0.0207,0.0214,0.0104,0.00425,0.00149,0.000544,0.000303,0.000107,-12300.0,-12300.0,-12300.0,-12300.0,370,2,2.73,sIV,C,Soil,Intra,257.15,256.56,226.82,155.42,213.84,119.9,48.0,50.0,-61.0
4139,4139,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,V15A,-32.91497039794922,-71.23249053955078,0.0112,0.0112,0.0114,0.0115,0.0127,0.0129,0.0207,0.0259,0.035,0.0336,0.0338,0.018,0.00866,0.00284,0.00191,0.000667,0.000328,0.000163,0.000177,-12300.0,-12300.0,-12300.0,323,3,2.05,-12345,-12345,-12345,Intra,243.55,244.88,213.52,209.16,233.97,119.9,48.0,50.0,-61.0
4140,4140,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,R07M,-33.36721420288086,-70.68978118896484,0.0145,0.0145,0.0145,0.0152,0.0178,0.0199,0.0246,0.0595,0.0484,0.0379,0.0321,0.0213,0.014,0.00623,0.00424,0.00128,0.000534,0.000177,0.000107,8.12e-05,-12300.0,-12300.0,271,2,0.93,-12345,-12345,-12345,Intra,242.86,242.64,210.95,148.86,215.0,119.9,48.0,50.0,-61.0
4143,4143,2018,12,31,10,49,41,111.4,-31.78,-69.36,5.6,V02A,-33.02317428588867,-71.51779174804688,0.008,0.008,0.00822,0.00878,0.0114,0.0151,0.0328,0.0175,0.00726,0.00558,0.00407,0.00259,0.00207,0.000947,0.000585,0.000224,0.000113,5.61e-05,2.9e-05,1.92e-05,-12300.0,-12300.0,596,2,6.04,sII,C,Rock,Intra,269.48,270.47,242.44,240.86,235.24,119.9,48.0,50.0,-61.0
4145,4145,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R17M,-33.20552444458008,-70.68374633789062,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,563,0,-,-12345,-12345,-12345,Inter,111.17,102.89,96.61,98.47,59.64,35.4,112.0,50.0,61.0
4146,4146,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R07M,-33.367210388183594,-70.6897964477539,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,271,2,0.93,-12345,-12345,-12345,Inter,103.54,94.84,87.99,97.8,69.02,35.4,112.0,50.0,61.0
4148,4148,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R18M,-33.508445739746094,-70.748779296875,0.0407,0.0407,0.0424,0.048,0.0686,0.117,0.0795,0.0927,0.0668,0.0631,0.0679,0.0646,0.0367,0.0165,0.00902,0.00291,0.00128,0.000557,0.000309,0.00019,-12300.0,-12300.0,370,2,2.73,sIV,C,Soil,Inter,94.8,85.72,78.07,91.25,77.75,35.4,112.0,50.0,61.0
4150,4150,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R05M,-33.44313049316406,-70.53443908691406,0.00929,0.00929,0.00963,0.0108,0.0186,0.0257,0.0241,0.0313,0.021,0.0149,0.016,0.0104,0.00957,0.00752,0.00356,0.00125,0.000825,0.000245,0.000111,-12300.0,-12300.0,-12300.0,635,0,-,sI,-,Soil,Inter,113.67,105.26,99.13,115.06,76.28,35.4,112.0,50.0,61.0
4155,4155,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R15M,-33.35789108276367,-70.50840759277344,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,335,1,1.45,-12345,-12345,-12345,Inter,118.28,110.02,104.17,117.95,71.78,35.4,112.0,50.0,61.0
4156,4156,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,C23O,-31.783763885498047,-70.96979522705078,0.00625,0.00625,0.00651,0.00772,0.0133,0.0182,0.0174,0.017,0.0132,0.0122,0.0111,0.00818,0.00433,0.00163,0.000878,0.000274,0.000174,5.71e-05,3.21e-05,-12300.0,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Inter,222.7,218.43,215.55,66.69,16.42,35.4,112.0,50.0,61.0
4157,4157,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R20M,-33.66514205932617,-70.92927551269531,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,577,2,1.21,sVI,B,Soil,Inter,78.93,69.17,59.43,71.19,89.71,35.4,112.0,50.0,61.0
4158,4158,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V03A,-33.055145263671875,-71.43861389160156,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,575,3,5.50,sII,C,Soil,Inter,84.03,76.83,68.19,14.6,13.95,35.4,112.0,50.0,61.0
4159,4159,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V12A,-32.45016098022461,-71.23664093017578,0.0112,0.0112,0.0115,0.0117,0.0136,0.0145,0.0163,0.0237,0.0222,0.0359,0.0373,0.0345,0.0242,0.00515,0.00272,0.000892,0.000471,0.000189,0.000116,-12300.0,-12300.0,-12300.0,347,3,2.05,-12345,-12345,-12345,Inter,147.34,142.22,137.74,37.04,14.93,35.4,112.0,50.0,61.0
4161,4161,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R22M,-33.45296096801758,-70.59161376953125,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,647,0,-,-12345,-12345,-12345,Inter,108.74,100.18,93.71,108.71,76.14,35.4,112.0,50.0,61.0
4164,4164,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R14M,-33.397125244140625,-70.5462875366211,0.0124,0.0124,0.0135,0.0149,0.0329,0.031,0.0352,0.0255,0.0253,0.02,0.0111,0.00784,0.00839,0.00542,0.00337,0.0014,0.000622,0.000224,0.000106,6.3e-05,-12300.0,-12300.0,574,0,-,sIV,A,Soil,Inter,113.96,105.58,99.46,113.74,73.42,35.4,112.0,50.0,61.0
4165,4165,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R08M,-33.40145492553711,-71.11978912353516,0.0846,0.0845,0.0986,0.126,0.265,0.341,0.214,0.149,0.168,0.153,0.0861,0.0395,0.019,0.0132,0.00715,0.00239,0.00104,0.000497,0.00027,0.000161,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,C,Soil,Inter,71.91,61.84,50.71,50.02,57.48,35.4,112.0,50.0,61.0
4166,4166,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R12M,-33.388633728027344,-70.62158203125,0.046,0.046,0.0474,0.0504,0.0778,0.117,0.119,0.187,0.111,0.082,0.0487,0.0521,0.0386,0.0278,0.0176,0.00337,0.00149,0.000586,0.000324,0.000201,8.32e-05,-12300.0,267,3,1.50,sV,C,Soil,Inter,108.17,99.61,93.1,105.38,71.68,35.4,112.0,50.0,61.0
4167,4167,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V19A,-32.84579086303711,-70.12972259521484,0.0108,0.0108,0.0109,0.011,0.012,0.0135,0.0215,0.0261,0.0307,0.0236,0.0132,0.00937,0.00662,0.00623,0.00293,0.000815,0.000302,0.000117,7.43e-05,4.21e-05,-12300.0,-12300.0,321,2,2.60,-12345,-12345,-12345,Inter,172.52,165.59,161.76,160.03,57.05,35.4,112.0,50.0,61.0
4171,4171,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R13M,-33.21549224853516,-70.76687622070312,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,281,1,1.34,sV,B,Soil,Inter,104.69,96.23,89.49,89.24,57.8,35.4,112.0,50.0,61.0
4172,4172,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V16A,-33.59038543701172,-71.60462951660156,0.158,0.158,0.177,0.321,0.36,0.373,0.452,0.276,0.201,0.142,0.103,0.0484,0.0283,0.0113,0.00587,0.00268,0.00152,0.00068,-12300.0,-12300.0,-12300.0,-12300.0,477,2,5.60,-12345,-12345,-12345,Inter,46.96,36.37,8.36,3.85,9.18,35.4,112.0,50.0,61.0
4176,4176,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V21A,-32.839630126953125,-70.60405731201172,0.0129,0.0128,0.0133,0.0139,0.0228,0.0263,0.0336,0.0418,0.0387,0.0234,0.0143,0.00745,0.0087,0.00473,0.00355,0.00126,0.000599,0.000193,0.000107,-12300.0,-12300.0,-12300.0,733,0,-,-12345,-12345,-12345,Inter,139.89,132.79,127.99,107.33,46.07,35.4,112.0,50.0,61.0
4177,4177,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R02M,-33.472747802734375,-70.65979766845703,0.0165,0.0165,0.0169,0.0189,0.0286,0.0381,0.0376,0.0536,0.0412,0.0379,0.0335,0.0217,0.0199,0.0119,0.00536,0.00191,0.000851,0.000295,-12300.0,-12300.0,-12300.0,-12300.0,724,0,-,sIII,B,Soil,Inter,102.72,93.95,87.03,101.13,76.48,35.4,112.0,50.0,61.0
4179,4179,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V15A,-32.914920806884766,-71.23249816894531,0.0456,0.0456,0.0461,0.0477,0.0525,0.0677,0.082,0.109,0.136,0.154,0.123,0.0815,0.0472,0.0147,0.00577,0.00198,0.0011,0.000473,0.000269,0.000178,-12300.0,-12300.0,323,3,2.05,-12345,-12345,-12345,Inter,102.18,95.24,88.41,37.5,23.42,35.4,112.0,50.0,61.0
4180,4180,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V13A,-32.50619888305664,-71.44188690185547,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,357,3,3.52,-12345,-12345,-12345,Inter,138.06,133.31,128.52,14.23,7.39,35.4,112.0,50.0,61.0
4181,4181,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V02A,-33.02311325073242,-71.51785278320312,0.0714,0.0714,0.0724,0.0769,0.106,0.2,0.204,0.22,0.116,0.0868,0.0672,0.0469,0.0272,0.0109,0.0059,0.00176,0.000908,0.000431,0.000239,0.000148,6.41e-05,-12300.0,596,2,6.04,sII,C,Rock,Inter,85.81,79.16,70.8,5.79,7.58,35.4,112.0,50.0,61.0
4182,4182,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V11A,-32.75569534301758,-70.7261962890625,0.02,0.02,0.0209,0.0244,0.043,0.062,0.0646,0.0661,0.0695,0.045,0.043,0.0198,0.0159,0.00656,0.00466,0.00174,0.000668,0.000259,0.000125,-12300.0,-12300.0,-12300.0,837,0,-,sVI,B,Soil,Inter,139.11,132.29,127.47,93.76,39.66,35.4,112.0,50.0,61.0
4184,4184,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,R10M,-33.57854080200195,-70.5514907836914,0.0176,0.0176,0.0184,0.02,0.0315,0.0359,0.0558,0.0834,0.0375,0.0254,0.0192,0.0153,0.0132,0.00727,0.0039,0.0018,0.000803,0.000235,-12300.0,-12300.0,-12300.0,-12300.0,435,1,3.56,-12345,-12345,-12345,Inter,109.81,101.33,94.94,113.17,84.45,35.4,112.0,50.0,61.0
4186,4186,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V01A,-33.0531005859375,-71.6220474243164,0.0333,0.0333,0.0345,0.0366,0.0429,0.0579,0.0711,0.13,0.0901,0.0655,0.0357,0.0247,0.0209,0.0109,0.00725,0.00298,0.00131,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,607,0,-,sII,B,Rock,Inter,82.5,76.21,67.49,5.78,359.84,35.4,112.0,50.0,61.0
4192,4192,2018,12,5,17,12,14,46.1,-33.67,-71.62,5.3,V08A,-33.02008056640625,-71.54969024658203,0.0686,0.0686,0.0691,0.0708,0.075,0.0905,0.116,0.12,0.153,0.189,0.164,0.204,0.203,0.101,0.0698,0.0145,0.00628,0.00241,0.00132,0.000839,-12300.0,-12300.0,344,3,0.93,-12345,-12345,-12345,Inter,85.81,79.33,71.0,2.26,5.21,35.4,112.0,50.0,61.0
4193,4193,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C08O,-31.18720817565918,-71.00083923339844,0.0722,0.0722,0.074,0.0765,0.0886,0.109,0.161,0.352,0.126,0.0498,0.0383,0.0207,0.0162,0.00574,0.00325,0.00134,0.000669,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,827,1,1.63,-12345,-12345,-12345,Inter,74.61,74.61,61.96,48.8,42.5,41.5674,0.0,0.0,105.0
4194,4194,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C23O,-31.783763885498047,-70.96979522705078,0.0551,0.0551,0.0685,0.0922,0.118,0.181,0.136,0.0861,0.043,0.029,0.0227,0.0252,0.0189,0.00621,0.00299,0.0012,0.000623,0.000256,0.00014,8.83e-05,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Inter,64.27,64.27,49.01,52.24,114.69,41.5674,0.0,0.0,105.0
4195,4195,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C20O,-31.398237228393555,-71.45841217041016,0.0756,0.0756,0.0796,0.101,0.139,0.193,0.373,0.068,0.0302,0.0268,0.0176,0.0102,0.0079,0.00359,0.00188,0.000706,0.000386,0.000164,9.68e-05,6.16e-05,2.71e-05,1.62e-05,737,2,1.24,sV,C,Soil,Inter,47.24,47.24,22.44,2.05,355.52,41.5674,0.0,0.0,105.0
4196,4196,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C24O,-29.95460700988769,-71.30149841308594,0.00681,0.0068,0.00696,0.00732,0.01,0.0131,0.0196,0.0298,0.0157,0.00945,0.00858,0.00428,0.00316,0.00116,0.000788,0.000428,0.000123,3.99e-05,-12300.0,-12300.0,-12300.0,-12300.0,433,3,0.77,-12345,-12345,-12345,Inter,187.56,187.56,182.9,15.39,4.19,41.5674,0.0,0.0,105.0
4197,4197,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C29O,-30.60111618041992,-71.20121765136719,0.00699,0.00698,0.00786,0.00877,0.0127,0.0177,0.022,0.0156,0.0169,0.0173,0.0112,0.00484,0.00303,0.0016,0.000959,0.000334,0.000158,7.01e-05,3.9e-05,2.31e-05,-12300.0,-12300.0,799,1,1.10,-12345,-12345,-12345,Inter,120.46,120.46,113.07,26.53,11.69,41.5674,0.0,0.0,105.0
4198,4198,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C18O,-30.27776527404785,-70.66919708251953,0.00639,0.00638,0.00668,0.00809,0.0126,0.0112,0.0126,0.0174,0.0152,0.00856,0.00482,0.00246,0.00164,0.000456,0.000216,0.000102,4.93e-05,2.37e-05,1.15e-05,7.53e-06,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,169.24,169.24,164.06,85.64,26.88,41.5674,0.0,0.0,105.0
4200,4200,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C11O,-30.69640350341797,-70.95891571044922,0.0189,0.0189,0.02,0.024,0.03,0.0363,0.0468,0.0404,0.0323,0.0409,0.0266,0.0131,0.00703,0.0023,0.00091,0.000426,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Inter,117.77,117.77,110.19,53.45,24.73,41.5674,0.0,0.0,105.0
4201,4201,2018,11,21,11,42,59,41.5674,-31.6,-71.44,4.9,C21O,-31.89863586425781,-71.49271392822266,0.0105,0.0105,0.0108,0.0118,0.0141,0.0189,0.0285,0.0338,0.0349,0.0253,0.0189,0.014,0.00893,0.0039,0.00198,0.000554,0.000306,0.000134,7.46e-05,-12300.0,-12300.0,-12300.0,404,1,1.35,-12345,-12345,-12345,Inter,53.38,53.38,33.49,5.86,188.56,41.5674,0.0,0.0,105.0
4203,4203,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C16O,-29.87917900085449,-71.27140808105469,0.00633,0.00632,0.00704,0.00854,0.0135,0.0204,0.0162,0.0142,0.0104,0.00464,0.00445,0.00229,0.00149,0.00102,0.000441,0.000154,6.22e-05,2.6e-05,-12300.0,-12300.0,-12300.0,-12300.0,281,3,1.30,-12345,-12345,-12345,Intra,195.42,209.41,154.46,165.71,296.29,141.4,223.0,87.0,40.0
4205,4205,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C18O,-30.27778434753418,-70.66920471191406,0.00928,0.00927,0.0116,0.0169,0.0286,0.0204,0.0208,0.0275,0.0219,0.00838,0.00367,0.00253,0.00116,0.000512,0.000267,0.000112,6.25e-05,2.74e-05,1.25e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,147.79,165.71,86.41,98.8,286.83,141.4,223.0,87.0,40.0
4206,4206,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,A25C,-28.955368041992188,-70.89568328857422,0.00547,0.00547,0.00606,0.00739,0.00761,0.0133,0.0161,0.0194,0.0111,0.005,0.00281,0.00237,0.00147,0.000471,0.000221,9.65e-05,5.29e-05,2.27e-05,1.26e-05,7.54e-06,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,A,Soil,Intra,232.75,238.63,192.23,123.96,329.49,141.4,223.0,87.0,40.0
4207,4207,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C09O,-29.51056671142578,-71.20014953613281,0.00989,0.00988,0.0108,0.0132,0.0217,0.0245,0.0293,0.0238,0.0112,0.00511,0.00331,0.00256,0.00137,0.000745,0.000348,0.000109,6.44e-05,2.62e-05,1.42e-05,9.06e-06,-12300.0,-12300.0,754,1,6.21,sII,B,Rock,Intra,208.92,219.75,168.22,157.79,309.9,141.4,223.0,87.0,40.0
4208,4208,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C11O,-30.696420669555664,-70.95890045166016,0.0148,0.0148,0.0161,0.0179,0.0233,0.0257,0.0335,0.0479,0.0142,0.0122,0.0167,0.00708,0.00278,0.00123,0.000814,0.00026,0.000133,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Intra,163.76,184.24,118.11,130.99,257.36,141.4,223.0,87.0,40.0
4209,4209,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,A22C,-28.754892349243164,-70.48554992675781,0.00668,0.00668,0.00702,0.00846,0.0112,0.0204,0.0183,0.0177,0.00721,0.00602,0.0106,0.00411,0.00216,0.000516,0.000275,9.75e-05,6.91e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,B,Soil,Intra,236.5,239.83,193.71,78.39,342.63,141.4,223.0,87.0,40.0
4211,4211,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C23O,-31.78377342224121,-70.96979522705078,0.00609,0.00609,0.00652,0.00715,0.0118,0.0148,0.0202,0.0168,0.00582,0.0025,0.00191,0.000972,0.00088,0.00059,0.000375,0.000141,7.55e-05,3.09e-05,1.54e-05,9.2e-06,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Intra,216.71,238.24,191.75,132.2,215.89,141.4,223.0,87.0,40.0
4212,4212,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C14O,-30.12311172485352,-70.49060821533203,0.00739,0.00739,0.00788,0.00976,0.0158,0.0306,0.0265,0.0218,0.0151,0.00776,0.00434,0.00316,0.00209,0.000864,0.00035,0.000186,7.97e-05,3.25e-05,1.73e-05,9.92e-06,3.84e-06,-12300.0,-12345,-12345,-12345.0,sIV,C,Soil,Intra,143.55,159.83,74.51,78.96,304.11,141.4,223.0,87.0,40.0
4214,4214,2018,9,7,23,12,49,124.0477,-30.49,-69.87,4.9,C01O,-29.8769760131836,-71.2378921508789,0.00577,0.00576,0.00585,0.00615,0.00942,0.0141,0.012,0.015,0.0118,0.00519,0.00273,0.00149,0.000911,0.000591,0.000369,0.000133,6.27e-05,2.33e-05,1.17e-05,7.59e-06,-12300.0,-12300.0,447,1,1.04,sVI,B,Rock,Intra,193.29,207.27,151.55,161.99,296.94,141.4,223.0,87.0,40.0
